"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Hunt County, TX"	"48231"	4447	445341	998.6	885.3
	"Hutchinson County, TX"	"48233"	1254	108910	1151.4	985.4
	"Irion County, TX"	"48235"	69	7844	879.7	714.6
	"Jack County, TX"	"48237"	465	44328	1049.0	906.6
	"Jackson County, TX"	"48239"	765	73389	1042.4	819.3
	"Jasper County, TX"	"48241"	2107	178200	1182.4	925.2
	"Jeff Davis County, TX"	"48243"	86	11104	774.5	382.5
	"Jefferson County, TX"	"48245"	12411	1264963	981.1	892.2
	"Jim Hogg County, TX"	"48247"	265	26090	1015.7	1005.7
	"Jim Wells County, TX"	"48249"	2027	207432	977.2	926.9
	"Johnson County, TX"	"48251"	6579	787721	835.2	866.5
	"Jones County, TX"	"48253"	981	99722	983.7	887.4
	"Karnes County, TX"	"48255"	727	74919	970.4	839.3
	"Kaufman County, TX"	"48257"	4414	559152	789.4	876.8
	"Kendall County, TX"	"48259"	1743	195049	893.6	641.2
	"Kenedy County, TX"	"48261"	16	2096	763.4 	670.3 
	"Kent County, TX"	"48263"	66	3940	1675.1	761.5
	"Kerr County, TX"	"48265"	3606	252526	1428.0	765.3
	"Kimble County, TX"	"48267"	257	22263	1154.4	625.1
	"King County, TX"	"48269"	10	1385	722.0 	626.9 
	"Kinney County, TX"	"48271"	186	17891	1039.6	632.6
	"Kleberg County, TX"	"48273"	1237	159383	776.1	822.6
	"Knox County, TX"	"48275"	279	19033	1465.9	930.0
	"Lamar County, TX"	"48277"	3078	248128	1240.5	951.3
	"Lamb County, TX"	"48279"	766	67803	1129.7	904.6
	"Lampasas County, TX"	"48281"	1036	101783	1017.9	780.3
	"La Salle County, TX"	"48283"	275	37290	737.5	764.3
	"Lavaca County, TX"	"48285"	1303	98270	1325.9	785.5
	"Lee County, TX"	"48287"	843	83769	1006.3	775.2
	"Leon County, TX"	"48289"	1070	84610	1264.6	864.5
	"Liberty County, TX"	"48291"	3829	392990	974.3	1017.7
	"Limestone County, TX"	"48293"	1334	117347	1136.8	891.1
	"Lipscomb County, TX"	"48295"	137	17536	781.2	665.1
	"Live Oak County, TX"	"48297"	639	59882	1067.1	774.3
	"Llano County, TX"	"48299"	1499	98118	1527.8	759.6
	"Loving County, TX"	"48301"	.	499	.	.
	"Lubbock County, TX"	"48303"	11875	1473409	806.0	851.7
	"Lynn County, TX"	"48305"	283	28616	989.0	826.1
	"McCulloch County, TX"	"48307"	518	41208	1257.0	798.8
	"McLennan County, TX"	"48309"	10443	1216968	858.1	799.4
	"McMullen County, TX"	"48311"	44	3926	1120.7	734.1
	"Madison County, TX"	"48313"	660	69213	953.6	881.0
	"Marion County, TX"	"48315"	842	50954	1652.5	1062.5
	"Martin County, TX"	"48317"	210	27253	770.6	843.6
	"Mason County, TX"	"48319"	227	20321	1117.1	655.5
	"Matagorda County, TX"	"48321"	1927	183597	1049.6	894.0
	"Maverick County, TX"	"48323"	1883	284151	662.7	755.8
	"Medina County, TX"	"48325"	2031	239598	847.7	742.5
	"Menard County, TX"	"48327"	173	10815	1599.6	787.2
	"Midland County, TX"	"48329"	5283	779087	678.1	753.9
	"Milam County, TX"	"48331"	1482	121859	1216.2	855.9
	"Mills County, TX"	"48333"	331	24353	1359.2	758.9
	"Mitchell County, TX"	"48335"	513	44974	1140.7	1050.3
	"Montague County, TX"	"48337"	1330	96922	1372.2	956.4
	"Montgomery County, TX"	"48339"	16836	2594247	649.0	711.1
	"Moore County, TX"	"48341"	723	110930	651.8	779.9
	"Morris County, TX"	"48343"	838	63264	1324.6	928.8
	"Motley County, TX"	"48345"	82	5842	1403.6	729.9
	"Nacogdoches County, TX"	"48347"	2835	327778	864.9	871.3
	"Navarro County, TX"	"48349"	2629	240885	1091.4	913.8
	"Newton County, TX"	"48351"	807	70689	1141.6	933.8
	"Nolan County, TX"	"48353"	902	75083	1201.3	953.1
	"Nueces County, TX"	"48355"	14303	1778337	804.3	776.7
	"Ochiltree County, TX"	"48357"	451	52887	852.8	1061.7
	"Oldham County, TX"	"48359"	79	10346	763.6	713.1
	"Orange County, TX"	"48361"	4784	418756	1142.4	996.7
	"Palo Pinto County, TX"	"48363"	1619	139611	1159.7	920.5
	"Panola County, TX"	"48365"	1363	118855	1146.8	955.9
	"Parker County, TX"	"48367"	5196	618007	840.8	794.9
	"Parmer County, TX"	"48369"	359	49607	723.7	706.6
	"Pecos County, TX"	"48371"	590	79131	745.6	768.3
	"Polk County, TX"	"48373"	3236	232917	1389.3	1108.0
	"Potter County, TX"	"48375"	6069	609416	995.9	1023.4
	"Presidio County, TX"	"48377"	228	35718	638.3	438.1
	"Rains County, TX"	"48379"	717	55437	1293.4	891.2
	"Randall County, TX"	"48381"	5139	643016	799.2	783.9
	"Reagan County, TX"	"48383"	157	18127	866.1	1002.6
	"Real County, TX"	"48385"	272	16738	1625.0	963.7
	"Red River County, TX"	"48387"	895	62274	1437.2	917.5
	"Reeves County, TX"	"48389"	558	72190	773.0	804.8
	"Refugio County, TX"	"48391"	493	36575	1347.9	940.2
	"Roberts County, TX"	"48393"	48	4627	1037.4	967.8
	"Robertson County, TX"	"48395"	935	82683	1130.8	856.0
	"Rockwall County, TX"	"48397"	2669	440048	606.5	671.9
	"Runnels County, TX"	"48399"	687	52056	1319.7	856.6
	"Rusk County, TX"	"48401"	2698	265985	1014.3	873.8
	"Sabine County, TX"	"48403"	889	51833	1715.1	991.1
	"San Augustine County, TX"	"48405"	678	42778	1584.9	974.6
	"San Jacinto County, TX"	"48407"	1530	135861	1126.2	848.8
	"San Patricio County, TX"	"48409"	3116	333530	934.2	896.8
	"San Saba County, TX"	"48411"	340	29407	1156.2	769.7
	"Schleicher County, TX"	"48413"	133	15856	838.8	804.2
	"Scurry County, TX"	"48415"	849	86569	980.7	879.1
	"Shackelford County, TX"	"48417"	161	16614	969.1	756.8
	"Shelby County, TX"	"48419"	1462	128524	1137.5	976.3
	"Sherman County, TX"	"48421"	146	15345	951.4	840.2
	"Smith County, TX"	"48423"	10084	1098726	917.8	782.4
	"Somervell County, TX"	"48425"	438	43366	1010.0	769.1
	"Starr County, TX"	"48427"	1932	315041	613.3	711.1
	"Stephens County, TX"	"48429"	562	48935	1148.5	848.9
	"Sterling County, TX"	"48431"	55	6512	844.6	647.3
	"Stonewall County, TX"	"48433"	114	7134	1598.0	810.8
	"Sutton County, TX"	"48435"	169	19681	858.7	741.7
	"Swisher County, TX"	"48437"	413	38193	1081.3	789.3
	"Tarrant County, TX"	"48439"	60500	9737647	621.3	741.0
	"Taylor County, TX"	"48441"	6508	676168	962.5	886.4
	"Terrell County, TX"	"48443"	61	4377	1393.6	956.7
	"Terry County, TX"	"48445"	630	63619	990.3	877.0
	"Throckmorton County, TX"	"48447"	111	7912	1402.9	822.8
	"Titus County, TX"	"48449"	1388	162958	851.8	842.1
	"Tom Green County, TX"	"48451"	5097	581319	876.8	778.2
	"Travis County, TX"	"48453"	26066	5740879	454.0	627.2
	"Trinity County, TX"	"48455"	1141	71802	1589.1	1015.2
	"Tyler County, TX"	"48457"	1366	106854	1278.4	942.8
	"Upshur County, TX"	"48459"	2246	201473	1114.8	917.7
	"Upton County, TX"	"48461"	159	17373	915.2	842.5
	"Uvalde County, TX"	"48463"	1245	135275	920.3	777.8
	"Val Verde County, TX"	"48465"	1743	244310	713.4	695.4
	"Van Zandt County, TX"	"48467"	3173	265352	1195.8	875.8
	"Victoria County, TX"	"48469"	4034	454943	886.7	799.8
	"Walker County, TX"	"48471"	2535	349630	725.1	786.0
	"Waller County, TX"	"48473"	1514	235244	643.6	740.8
	"Ward County, TX"	"48475"	597	56978	1047.8	959.3
	"Washington County, TX"	"48477"	1889	172719	1093.7	702.2
	"Webb County, TX"	"48479"	6590	1330029	495.5	684.5
	"Wharton County, TX"	"48481"	2095	206885	1012.6	820.5
	"Wheeler County, TX"	"48483"	350	28209	1240.7	1023.3
	"Wichita County, TX"	"48485"	6642	660738	1005.2	909.9
	"Wilbarger County, TX"	"48487"	811	65307	1241.8	965.2
	"Willacy County, TX"	"48489"	852	109718	776.5	789.1
	"Williamson County, TX"	"48491"	12107	2453094	493.5	594.4
	"Wilson County, TX"	"48493"	1842	232219	793.2	705.2
	"Winkler County, TX"	"48495"	346	38616	896.0	1019.0
	"Wise County, TX"	"48497"	2754	310445	887.1	869.3
	"Wood County, TX"	"48499"	3091	215989	1431.1	866.9
	"Yoakum County, TX"	"48501"	320	41578	769.6	843.1
	"Young County, TX"	"48503"	1305	91376	1428.2	976.7
	"Zapata County, TX"	"48505"	450	71677	627.8	727.6
	"Zavala County, TX"	"48507"	497	60536	821.0	824.3
	"Beaver County, UT"	"49001"	296	32186	919.7	1096.5
	"Box Elder County, UT"	"49003"	1820	257638	706.4	772.0
	"Cache County, UT"	"49005"	2602	594119	438.0	618.5
	"Carbon County, UT"	"49007"	1134	103665	1093.9	986.4
	"Daggett County, UT"	"49009"	54	5563	970.7	743.1
	"Davis County, UT"	"49011"	8316	1646458	505.1	676.9
	"Duchesne County, UT"	"49013"	705	100391	702.3	823.4
	"Emery County, UT"	"49015"	461	52850	872.3	838.3
	"Garfield County, UT"	"49017"	228	25102	908.3	716.1
	"Grand County, UT"	"49019"	423	47138	897.4	793.0
	"Iron County, UT"	"49021"	1525	238754	638.7	794.2
	"Juab County, UT"	"49023"	340	52534	647.2	769.6
	"Kane County, UT"	"49025"	398	36081	1103.1	840.1
	"Millard County, UT"	"49027"	520	63021	825.1	695.5
	"Morgan County, UT"	"49029"	284	53226	533.6	741.1
	"Piute County, UT"	"49031"	75	7485	1002.0	810.7
	"Rich County, UT"	"49033"	70	11418	613.1	541.4
	"Salt Lake County, UT"	"49035"	31893	5462588	583.8	730.7
	"San Juan County, UT"	"49037"	502	77698	646.1	772.9
	"Sanpete County, UT"	"49039"	936	142757	655.7	710.0
	"Sevier County, UT"	"49041"	970	104567	927.6	852.1
	"Summit County, UT"	"49043"	743	195047	380.9	564.5
	"Tooele County, UT"	"49045"	1703	309932	549.5	794.9
	"Uintah County, UT"	"49047"	1112	181539	612.5	795.3
	"Utah County, UT"	"49049"	11520	2820883	408.4	689.2
	"Wasatch County, UT"	"49051"	629	139476	451.0	696.7
	"Washington County, UT"	"49053"	6090	759793	801.5	598.0
	"Wayne County, UT"	"49055"	141	13579	1038.4	827.6
	"Weber County, UT"	"49057"	8518	1206642	705.9	785.7
	"Addison County, VT"	"50001"	1556	184630	842.8	656.0
	"Bennington County, VT"	"50003"	2199	182516	1204.8	751.5
	"Caledonia County, VT"	"50005"	1571	154297	1018.2	760.5
	"Chittenden County, VT"	"50007"	5402	802552	673.1	622.4
	"Essex County, VT"	"50009"	324	30864	1049.8	696.2
	"Franklin County, VT"	"50011"	2046	243127	841.5	785.3
	"Grand Isle County, VT"	"50013"	297	34725	855.3	799.2
	"Lamoille County, VT"	"50015"	996	125679	792.5	674.8
	"Orange County, VT"	"50017"	1283	144485	888.0	701.7
	"Orleans County, VT"	"50019"	1603	135381	1184.1	808.9
	"Rutland County, VT"	"50021"	3389	300664	1127.2	782.1
	"Washington County, VT"	"50023"	2696	294813	914.5	700.8
	"Windham County, VT"	"50025"	2261	218047	1036.9	736.5
	"Windsor County, VT"	"50027"	2958	279470	1058.4	695.1
	"Accomack County, VA"	"51001"	2164	165302	1309.1	895.8
	"Albemarle County, VA"	"51003"	3947	521435	756.9	558.1
	"Alleghany County, VA"	"51005"	1094	79596	1374.4	860.5
	"Amelia County, VA"	"51007"	702	63964	1097.5	837.3
	"Amherst County, VA"	"51009"	1652	159996	1032.5	755.4
	"Appomattox County, VA"	"51011"	855	76569	1116.6	845.8
	"Arlington County, VA"	"51013"	4680	1130461	414.0	532.9
	"Augusta County, VA"	"51015"	3520	371652	947.1	696.3
	"Bath County, VA"	"51017"	329	22790	1443.6	866.5
	"Bedford County, VA"	"51019"	3767	384663	979.3	746.4
	"Bland County, VA"	"51021"	425	33062	1285.5	968.7
	"Botetourt County, VA"	"51023"	1619	165959	975.5	710.7
	"Brunswick County, VA"	"51025"	971	82865	1171.8	849.9
	"Buchanan County, VA"	"51027"	1550	115792	1338.6	1040.6
	"Buckingham County, VA"	"51029"	775	85150	910.2	750.4
	"Campbell County, VA"	"51031"	2708	275307	983.6	755.6
	"Caroline County, VA"	"51033"	1315	148202	887.3	806.5
	"Carroll County, VA"	"51035"	1867	148665	1255.8	850.8
	"Charles City County, VA"	"51036"	360	35430	1016.1	738.0
	"Charlotte County, VA"	"51037"	759	61160	1241.0	876.6
	"Chesterfield County, VA"	"51041"	11303	1659194	681.2	714.9
	"Clarke County, VA"	"51043"	736	71535	1028.9	749.7
	"Craig County, VA"	"51045"	260	25975	1001.0	720.4
	"Culpeper County, VA"	"51047"	1990	244760	813.0	785.3
	"Cumberland County, VA"	"51049"	467	48846	956.1	738.5
	"Dickenson County, VA"	"51051"	1068	76522	1395.7	1087.9
	"Dinwiddie County, VA"	"51053"	1273	140774	904.3	790.2
	"Essex County, VA"	"51057"	653	55652	1173.4	803.8
	"Fairfax County, VA"	"51059"	24644	5664437	435.1	481.6
	"Fauquier County, VA"	"51061"	2647	340123	778.2	711.9
	"Floyd County, VA"	"51063"	805	77937	1032.9	723.0
	"Fluvanna County, VA"	"51065"	1024	130228	786.3	620.4
	"Franklin County, VA"	"51067"	2903	281151	1032.5	769.8
	"Frederick County, VA"	"51069"	3347	411606	813.2	726.6
	"Giles County, VA"	"51071"	1136	84357	1346.7	967.1
	"Gloucester County, VA"	"51073"	1815	185107	980.5	785.3
	"Goochland County, VA"	"51075"	928	109894	844.5	656.7
	"Grayson County, VA"	"51077"	1045	75899	1376.8	858.2
	"Greene County, VA"	"51079"	758	95424	794.3	728.5
	"Greensville County, VA"	"51081"	738	58491	1261.7	1127.8
	"Halifax County, VA"	"51083"	2323	176523	1316.0	865.4
	"Hanover County, VA"	"51085"	4411	510997	863.2	733.5
	"Henrico County, VA"	"51087"	13322	1609607	827.7	726.8
	"Henry County, VA"	"51089"	3434	261043	1315.5	887.1
	"Highland County, VA"	"51091"	135	11151	1210.7	671.5
	"Isle of Wight County, VA"	"51093"	1688	180133	937.1	755.1
	"James City County, VA"	"51095"	3445	359500	958.3	593.2
	"King and Queen County, VA"	"51097"	383	35701	1072.8	704.1
	"King George County, VA"	"51099"	835	126298	661.1	745.5
	"King William County, VA"	"51101"	758	80779	938.4	895.3
	"Lancaster County, VA"	"51103"	1004	55277	1816.3	761.3
	"Lee County, VA"	"51105"	1473	124557	1182.6	915.7
	"Loudoun County, VA"	"51107"	6058	1812176	334.3	504.3
	"Louisa County, VA"	"51109"	1489	171752	866.9	730.2
	"Lunenburg County, VA"	"51111"	726	62251	1166.2	848.0
	"Madison County, VA"	"51113"	731	65608	1114.2	769.7
	"Mathews County, VA"	"51115"	613	44241	1385.6	750.4
	"Mecklenburg County, VA"	"51117"	2194	156044	1406.0	884.5
	"Middlesex County, VA"	"51119"	783	53641	1459.7	797.7
	"Montgomery County, VA"	"51121"	2994	486134	615.9	711.4
	"Nelson County, VA"	"51125"	937	74153	1263.6	838.5
	"New Kent County, VA"	"51127"	728	100253	726.2	732.3
	"Northampton County, VA"	"51131"	951	60592	1569.5	915.2
	"Northumberland County, VA"	"51133"	868	61360	1414.6	681.5
	"Nottoway County, VA"	"51135"	978	78203	1250.6	919.0
	"Orange County, VA"	"51137"	1876	174364	1075.9	794.9
	"Page County, VA"	"51139"	1438	118797	1210.5	885.6
	"Patrick County, VA"	"51141"	1286	90901	1414.7	902.2
	"Pittsylvania County, VA"	"51143"	3471	311959	1112.6	801.5
	"Powhatan County, VA"	"51145"	975	141429	689.4	653.0
	"Prince Edward County, VA"	"51147"	1126	115387	975.8	826.5
	"Prince George County, VA"	"51149"	1150	188320	610.7	661.4
	"Prince William County, VA"	"51153"	8677	2218151	391.2	598.7
	"Pulaski County, VA"	"51155"	2206	172084	1281.9	932.1
	"Rappahannock County, VA"	"51157"	344	37079	927.7	606.5
	"Richmond County, VA"	"51159"	583	44342	1314.8	854.0
	"Roanoke County, VA"	"51161"	4887	468274	1043.6	715.1
	"Rockbridge County, VA"	"51163"	1263	112249	1125.2	667.4
	"Rockingham County, VA"	"51165"	3533	392135	901.0	654.3
	"Russell County, VA"	"51167"	1794	139863	1282.7	965.5
	"Scott County, VA"	"51169"	1647	111888	1472.0	984.6
	"Shenandoah County, VA"	"51171"	2362	214285	1102.3	749.4
	"Smyth County, VA"	"51173"	2095	157563	1329.6	923.2
	"Southampton County, VA"	"51175"	868	91454	949.1	712.9
	"Spotsylvania County, VA"	"51177"	4152	645904	642.8	686.9
	"Stafford County, VA"	"51179"	3402	697742	487.6	680.4
	"Surry County, VA"	"51181"	383	33656	1138.0	834.5
	"Sussex County, VA"	"51183"	697	58667	1188.1	964.1
	"Tazewell County, VA"	"51185"	3012	216836	1389.1	1012.0
	"Warren County, VA"	"51187"	1762	194034	908.1	846.5
	"Washington County, VA"	"51191"	2974	272810	1090.1	798.3
	"Westmoreland County, VA"	"51193"	1103	87639	1258.6	818.0
	"Wise County, VA"	"51195"	2641	200369	1318.1	1145.1
	"Wythe County, VA"	"51197"	1932	145855	1324.6	952.6
	"York County, VA"	"51199"	1999	334597	597.4	558.4
	"Alexandria city, VA"	"51510"	3562	757364	470.3	557.5
	"Bedford city, VA"	"51515"	Missing	Missing	Missing	Missing
	"Bristol city, VA"	"51520"	1609	86702	1855.8	1297.0
	"Buena Vista city, VA"	"51530"	401	33052	1213.2	981.7
	"Charlottesville city, VA"	"51540"	1382	227689	607.0	771.7
	"Chesapeake city, VA"	"51550"	8447	1165969	724.5	784.9
	"Clifton Forge city, VA"	"51560"	Missing	Missing	Missing	Missing
	"Colonial Heights city, VA"	"51570"	1223	87768	1393.4	882.6
	"Covington city, VA"	"51580"	485	28249	1716.9	1237.2
	"Danville city, VA"	"51590"	3365	211802	1588.7	1051.8
	"Emporia city, VA"	"51595"	342	27824	1229.2	910.8
	"Fairfax city, VA"	"51600"	1016	118099	860.3	658.9
	"Falls Church city, VA"	"51610"	385	67983	566.3	638.4
	"Franklin city, VA"	"51620"	671	42065	1595.2	1145.8
	"Fredericksburg city, VA"	"51630"	922	139267	662.0	762.9
	"Galax city, VA"	"51640"	689	34292	2009.2	1289.0
	"Hampton city, VA"	"51650"	6152	683943	899.5	851.5
	"Harrisonburg city, VA"	"51660"	1374	259895	528.7	706.7
	"Hopewell city, VA"	"51670"	1502	111659	1345.2	1123.1
	"Lexington city, VA"	"51678"	379	35181	1077.3	902.9
	"Lynchburg city, VA"	"51680"	3943	393775	1001.3	867.3
	"Manassas city, VA"	"51683"	1074	205746	522.0	751.0
	"Manassas Park city, VA"	"51685"	184	79135	232.5	383.5
	"Martinsville city, VA"	"51690"	1306	67753	1927.6	1248.8
	"Newport News city, VA"	"51700"	7525	908028	828.7	857.7
	"Norfolk city, VA"	"51710"	9688	1228620	788.5	911.7
	"Norton city, VA"	"51720"	216	19889	1086.0	918.3
	"Petersburg city, VA"	"51730"	2328	159986	1455.1	1192.5
	"Poquoson city, VA"	"51735"	541	60338	896.6	713.9
	"Portsmouth city, VA"	"51740"	5213	480354	1085.2	968.8
	"Radford city, VA"	"51750"	583	85929	678.5	996.3
	"Richmond city, VA"	"51760"	9078	1083866	837.6	844.1
	"Roanoke city, VA"	"51770"	5758	496647	1159.4	943.8
	"Salem city, VA"	"51775"	1610	126449	1273.2	955.1
	"Staunton city, VA"	"51790"	1820	121169	1502.0	958.4
	"Suffolk city, VA"	"51800"	3597	435303	826.3	820.5
	"Virginia Beach city, VA"	"51810"	14983	2248663	666.3	684.2
	"Waynesboro city, VA"	"51820"	1308	106831	1224.4	909.8
	"Williamsburg city, VA"	"51830"	444	74938	592.5	556.0
	"Winchester city, VA"	"51840"	1325	136746	968.9	825.2
	"Adams County, WA"	"53001"	629	95501	658.6	773.6
	"Asotin County, WA"	"53003"	1258	110566	1137.8	749.4
	"Benton County, WA"	"53005"	6736	937594	718.4	697.2
	"Chelan County, WA"	"53007"	3418	373807	914.4	675.5
	"Clallam County, WA"	"53009"	4693	364844	1286.3	697.2
	"Clark County, WA"	"53011"	16256	2254465	721.1	698.2
	"Columbia County, WA"	"53013"	267	19853	1344.9	741.7
	"Cowlitz County, WA"	"53015"	5549	514268	1079.0	819.7
	"Douglas County, WA"	"53017"	1518	200503	757.1	652.2
	"Ferry County, WA"	"53019"	410	38193	1073.5	790.4
	"Franklin County, WA"	"53021"	1801	439050	410.2	632.1
	"Garfield County, WA"	"53023"	125	11155	1120.6	559.2
	"Grant County, WA"	"53025"	3329	462651	719.5	742.5
	"Grays Harbor County, WA"	"53027"	4078	356165	1145.0	862.2
	"Island County, WA"	"53029"	3447	400565	860.5	577.7
	"Jefferson County, WA"	"53031"	1730	151663	1140.7	595.7
	"King County, WA"	"53033"	63170	10397749	607.5	596.5
	"Kitsap County, WA"	"53035"	10490	1287440	814.8	696.3
	"Kittitas County, WA"	"53037"	1447	213924	676.4	625.1
	"Klickitat County, WA"	"53039"	881	104651	841.8	601.6
	"Lewis County, WA"	"53041"	4220	378620	1114.6	794.2
	"Lincoln County, WA"	"53043"	557	51631	1078.8	650.5
	"Mason County, WA"	"53045"	3222	305298	1055.4	749.5
	"Okanogan County, WA"	"53047"	2121	206497	1027.1	750.6
	"Pacific County, WA"	"53049"	1506	103717	1452.0	808.4
	"Pend Oreille County, WA"	"53051"	722	65004	1110.7	777.4
	"Pierce County, WA"	"53053"	30928	4164479	742.7	741.9
	"San Juan County, WA"	"53055"	745	80279	928.0	518.1
	"Skagit County, WA"	"53057"	5699	602374	946.1	691.6
	"Skamania County, WA"	"53059"	432	56579	763.5	601.1
	"Snohomish County, WA"	"53061"	25114	3793245	662.1	681.8
	"Spokane County, WA"	"53063"	21699	2429295	893.2	774.7
	"Stevens County, WA"	"53065"	2199	218718	1005.4	748.9
	"Thurston County, WA"	"53067"	10451	1331553	784.9	678.7
	"Wahkiakum County, WA"	"53069"	243	20257	1199.6	696.9
	"Walla Walla County, WA"	"53071"	2893	299046	967.4	712.7
	"Whatcom County, WA"	"53073"	7996	1048645	762.5	659.9
	"Whitman County, WA"	"53075"	1317	237469	554.6	679.1
	"Yakima County, WA"	"53077"	9536	1238405	770.0	761.9
	"Barbour County, WV"	"54001"	1000	84461	1184.0	905.7
	"Berkeley County, WV"	"54003"	4847	550866	879.9	907.8
	"Boone County, WV"	"54005"	1585	118227	1340.6	1118.1
	"Braxton County, WV"	"54007"	914	72314	1263.9	904.9
	"Brooke County, WV"	"54009"	1656	117363	1411.0	911.1
	"Cabell County, WV"	"54011"	6095	483117	1261.6	1006.6
	"Calhoun County, WV"	"54013"	458	37412	1224.2	851.9
	"Clay County, WV"	"54015"	568	45166	1257.6	954.8
	"Doddridge County, WV"	"54017"	422	41817	1009.2	852.5
	"Fayette County, WV"	"54019"	3271	225960	1447.6	1060.7
	"Gilmer County, WV"	"54021"	405	42484	953.3	795.3
	"Grant County, WV"	"54023"	665	58848	1130.0	758.1
	"Greenbrier County, WV"	"54025"	2337	177901	1313.7	882.6
	"Hampshire County, WV"	"54027"	1294	117276	1103.4	846.8
	"Hancock County, WV"	"54029"	2111	150122	1406.2	937.0
	"Hardy County, WV"	"54031"	755	69712	1083.0	805.3
	"Harrison County, WV"	"54033"	4234	343873	1231.3	913.2
	"Jackson County, WV"	"54035"	1735	145997	1188.4	876.0
	"Jefferson County, WV"	"54037"	2249	277654	810.0	784.2
	"Kanawha County, WV"	"54039"	12420	948178	1309.9	968.2
	"Lewis County, WV"	"54041"	1151	82109	1401.8	1026.1
	"Lincoln County, WV"	"54043"	1300	107412	1210.3	1020.5
	"Logan County, WV"	"54045"	2684	175828	1526.5	1237.4
	"McDowell County, WV"	"54047"	1768	101366	1744.2	1336.3
	"Marion County, WV"	"54049"	3363	283578	1185.9	863.7
	"Marshall County, WV"	"54051"	2053	161479	1271.4	877.2
	"Mason County, WV"	"54053"	1728	135298	1277.2	955.6
	"Mercer County, WV"	"54055"	4463	307380	1451.9	1056.4
	"Mineral County, WV"	"54057"	1609	138031	1165.7	869.0
	"Mingo County, WV"	"54059"	1799	127747	1408.3	1233.0
	"Monongalia County, WV"	"54061"	3410	514136	663.2	757.3
	"Monroe County, WV"	"54063"	870	67479	1289.3	874.4
	"Morgan County, WV"	"54065"	1072	87569	1224.2	866.5
	"Nicholas County, WV"	"54067"	1653	128714	1284.2	985.9
	"Ohio County, WV"	"54069"	2980	216285	1377.8	882.9
	"Pendleton County, WV"	"54071"	473	36456	1297.5	716.2
	"Pleasants County, WV"	"54073"	455	38062	1195.4	911.9
	"Pocahontas County, WV"	"54075"	530	43099	1229.7	819.7
	"Preston County, WV"	"54077"	1832	168964	1084.3	850.4
	"Putnam County, WV"	"54079"	2891	283713	1019.0	861.9
	"Raleigh County, WV"	"54081"	5141	390253	1317.4	1015.2
	"Randolph County, WV"	"54083"	1832	146435	1251.1	894.5
	"Ritchie County, WV"	"54085"	592	50220	1178.8	832.0
	"Roane County, WV"	"54087"	994	72564	1369.8	989.6
	"Summers County, WV"	"54089"	962	66623	1443.9	962.9
	"Taylor County, WV"	"54091"	963	84744	1136.4	846.6
	"Tucker County, WV"	"54093"	443	34611	1279.9	848.8
	"Tyler County, WV"	"54095"	588	45000	1306.7	883.5
	"Upshur County, WV"	"54097"	1349	123162	1095.3	852.2
	"Wayne County, WV"	"54099"	2487	206187	1206.2	926.2
	"Webster County, WV"	"54101"	623	44099	1412.7	980.1
	"Wetzel County, WV"	"54103"	1074	79985	1342.8	903.8
	"Wirt County, WV"	"54105"	301	29131	1033.3	829.9
	"Wood County, WV"	"54107"	5336	431309	1237.2	930.9
	"Wyoming County, WV"	"54109"	1638	112684	1453.6	1195.6
	"Adams County, WI"	"55001"	1400	101469	1379.7	818.9
	"Ashland County, WI"	"55003"	926	79680	1162.1	860.8
	"Barron County, WI"	"55005"	2501	227741	1098.2	730.3
	"Bayfield County, WI"	"55007"	808	74937	1078.2	696.9
	"Brown County, WI"	"55009"	9497	1283106	740.2	689.2
	"Buffalo County, WI"	"55011"	687	66278	1036.5	694.7
	"Burnett County, WI"	"55013"	899	76295	1178.3	703.5
	"Calumet County, WI"	"55015"	2038	248267	820.9	774.6
	"Chippewa County, WI"	"55017"	2912	316774	919.3	715.3
	"Clark County, WI"	"55019"	1696	172432	983.6	728.8
	"Columbia County, WI"	"55021"	2654	283250	937.0	749.5
	"Crawford County, WI"	"55023"	858	82075	1045.4	702.2
	"Dane County, WI"	"55025"	15913	2584090	615.8	625.4
	"Dodge County, WI"	"55027"	4365	442018	987.5	725.9
	"Door County, WI"	"55029"	1691	138344	1222.3	665.9
	"Douglas County, WI"	"55031"	2099	218525	960.5	759.7
	"Dunn County, WI"	"55033"	1618	221741	729.7	624.6
	"Eau Claire County, WI"	"55035"	4192	509533	822.7	720.0
	"Florence County, WI"	"55037"	292	22380	1304.7	749.2
	"Fond du Lac County, WI"	"55039"	4746	509838	930.9	687.9
	"Forest County, WI"	"55041"	586	45540	1286.8	828.2
	"Grant County, WI"	"55043"	2461	258615	951.6	710.4
	"Green County, WI"	"55045"	1709	185251	922.5	685.4
	"Green Lake County, WI"	"55047"	1150	94407	1218.1	766.2
	"Iowa County, WI"	"55049"	1039	118753	874.9	684.8
	"Iron County, WI"	"55051"	475	29251	1623.9	776.8
	"Jackson County, WI"	"55053"	1058	102828	1028.9	789.1
	"Jefferson County, WI"	"55055"	3345	422691	791.4	688.0
	"Juneau County, WI"	"55057"	1525	131994	1155.4	833.5
	"Kenosha County, WI"	"55059"	7026	839479	836.9	803.2
	"Kewaunee County, WI"	"55061"	915	102293	894.5	584.4
	"La Crosse County, WI"	"55063"	4866	587690	828.0	679.6
